Contig	Mean Abundance	SE	Cazy Class	Cazy Family	Best Hit ID	Description	Taxonomy Lineage			
aggregates-combined-assembly1_5613828_1_454_-	aggregates-combined-assembly1_5613828_1_454_-	0.0232130574611	0.00690535581348923	n.d.	GT30	GT	ABW67237.1	tetraacyldisaccharide 4'-kinase	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5613857_1_1046_-	aggregates-combined-assembly1_5613857_1_1046_-	0.022035581346725	0.00737180199092696	n.d.	none	none	ABJ83585.1	conserved hypothetical protein	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5613927_1_324_+	aggregates-combined-assembly1_5613927_1_324_+	0.0329758320134	0.00773428635712069	n.d.	GT4	GT	AAL81482.1	glycosyl transferase	Archaea	Euryarchaeota	Thermococci
aggregates-combined-assembly1_5613944_1_399_-	aggregates-combined-assembly1_5613944_1_399_-	0.05519572382785	0.018560459190898	n.d.	none	none	ABJ83585.1	conserved hypothetical protein	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5614120_1_363_-	aggregates-combined-assembly1_5614120_1_363_-	0.03474789072935	0.010890396634838	n.d.	GT4	GT	BAD85512.1	glycosyltransferase, family 4	Archaea	Euryarchaeota	Thermococci
aggregates-combined-assembly1_5614538_19_478_+	aggregates-combined-assembly1_5614538_19_478_+	0.033304591744725	0.00947446972167375	n.d.	GT22	GT	XP_365897.1	hypothetical protein MG101174	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5614700_1_297_-	aggregates-combined-assembly1_5614700_1_297_-	0.02481985967805	0.00577809293624736	n.d.	CBM5	CB	BAD63980.1	5'-nucleotidase	Bacteria	Firmicutes	Bacillales
aggregates-combined-assembly1_5614894_668_961_-	aggregates-combined-assembly1_5614894_668_961_-	0.02423432660008	0.011916131692594	n.d.	CE9	CE	CAC97442.1	lin2213	Bacteria	Firmicutes	Bacillales
aggregates-combined-assembly1_5615200_1_416_+	aggregates-combined-assembly1_5615200_1_416_+	0.021368037142075	0.00572510224361076	n.d.	GH13	GH	ABY34390.1	trehalose synthase	Bacteria	Chloroflexi	Chloroflexales
aggregates-combined-assembly1_5616204_1_560_-	aggregates-combined-assembly1_5616204_1_560_-	0.028268683103525	0.0078074816066307	n.d.	GH1	GH	CAN93214.1	hypothetical protein with NDP-sugar oxidoreductase domain	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5624094_1_432_-	aggregates-combined-assembly1_5624094_1_432_-	0.021314640796575	0.00590677960527389	n.d.	GT9	GT	ACD83943.1	ADP-heptose:LPS heptosyltransferase	Bacteria	Verrucomicrobia	unclassified
aggregates-combined-assembly1_5624170_1_186_-	aggregates-combined-assembly1_5624170_1_186_-	0.030234322177275	0.00951782440733687	n.d.	GT28	GT	ACD83686.1	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase fused to PHP family phosphoesterase	Bacteria	Verrucomicrobia	unclassified
aggregates-combined-assembly1_5624174_1_701_+	aggregates-combined-assembly1_5624174_1_701_+	0.0424735540116	0.00932684444600263	n.d.	GT4	GT	ACD84038.1	PHP family phosphoesterase fused to glycosyltransferase	Bacteria	Verrucomicrobia	unclassified
aggregates-combined-assembly1_5624175_1_436_-	aggregates-combined-assembly1_5624175_1_436_-	0.041404831656525	0.0108255316537403	n.d.	GT4	GT	ABB40406.1	conserved domain protein/glycosyl transferase, group 1 family protein	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5624480_1_562_-	aggregates-combined-assembly1_5624480_1_562_-	0.033373591583675	0.00765963776435814	n.d.	CE10	CE	AAO76194.1	putative xylanase	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5624501_1_510_+	aggregates-combined-assembly1_5624501_1_510_+	0.0304006012541	0.00888053821262313	n.d.	GT9	GT	ABC27928.1	lipopolysaccharide heptosyltransferase II	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5624632_1_613_-	aggregates-combined-assembly1_5624632_1_613_-	0.02837796361605	0.0056217459259229	n.d.	GT4	GT	ACD84038.1	PHP family phosphoesterase fused to glycosyltransferase	Bacteria	Verrucomicrobia	unclassified
aggregates-combined-assembly1_5624712_1_597_+	aggregates-combined-assembly1_5624712_1_597_+	0.02177628828335	0.00548807561443974	n.d.	CE10	CE	AAL20541.1	putative carboxylesterase	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5624927_323_625_-	aggregates-combined-assembly1_5624927_323_625_-	0.0292135643272	0.00294341761558972	n.d.	CBM50	CB	ACA41547.1	Spore germination protein	Bacteria	Firmicutes	Bacillales
aggregates-combined-assembly1_5625122_206_856_+	aggregates-combined-assembly1_5625122_206_856_+	0.0217706650719275	0.00555019797630968	n.d.	GT30	GT	AAW61721.1	3-Deoxy-D-manno-octulosonic-acid transferase	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5625608_1_392_+	aggregates-combined-assembly1_5625608_1_392_+	0.030754082625475	0.00982638779739274	n.d.	GT28	GT	ACD83686.1	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase fused to PHP family phosphoesterase	Bacteria	Verrucomicrobia	unclassified
aggregates-combined-assembly1_5625936_1_887_+	aggregates-combined-assembly1_5625936_1_887_+	0.0363191288887	0.00787168338154751	n.d.	GT28	GT	ACD83464.1	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase	Bacteria	Verrucomicrobia	unclassified
aggregates-combined-assembly1_5626132_1_748_-	aggregates-combined-assembly1_5626132_1_748_-	0.0381740376704	0.00627854772417445	n.d.	GT46	GT	ABG49619.1	glycosyl transferase, group 1	Bacteria	Cyanobacteria	Oscillatoriales
aggregates-combined-assembly1_5626167_119_390_-	aggregates-combined-assembly1_5626167_119_390_-	0.0278855044489	0.00912673461852824	n.d.	GT4	GT	BAB06407.1	alpha-D-mannose-alpha(1-6)phosphatidyl myo-inositol monomannoside transferase	Bacteria	Firmicutes	Bacillales
aggregates-combined-assembly1_5626274_1_288_-	aggregates-combined-assembly1_5626274_1_288_-	0.04311693232505	0.010573069650639	n.d.	GH109	GH	ABL99401.1	oxidoreductase, Gfo/Idh/MocA family	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5626274_385_981_-	aggregates-combined-assembly1_5626274_385_981_-	0.04311693232505	0.010573069650639	n.d.	GT2	GT	ABJ81659.1	NAD-dependent epimerase/dehydratase	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5626826_1_430_+	aggregates-combined-assembly1_5626826_1_430_+	0.02319324864055	0.00331097282985632	n.d.	GT4	GT	ACD84038.1	PHP family phosphoesterase fused to glycosyltransferase	Bacteria	Verrucomicrobia	unclassified
aggregates-combined-assembly1_5626915_1042_1320_+	aggregates-combined-assembly1_5626915_1042_1320_+	0.026992569791155	0.00630182986170853	n.d.	GT41	GT	ABQ37576.1	putative O-linked N-acetylglucosamine transferase, SPINDLY family	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5627861_1_479_-	aggregates-combined-assembly1_5627861_1_479_-	0.0263053085853	0.00566692519958614	n.d.	GT28	GT	ACD83686.1	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase fused to PHP family phosphoesterase	Bacteria	Verrucomicrobia	unclassified
aggregates-combined-assembly1_5628198_1_404_+	aggregates-combined-assembly1_5628198_1_404_+	0.051763921780225	0.0188647216120275	n.d.	GT2	GT	ABN54292.1	glycosyl transferase, family 2	Bacteria	Firmicutes	Clostridia
aggregates-combined-assembly1_5628407_1_214_+	aggregates-combined-assembly1_5628407_1_214_+	0.030208890145325	0.00838828976067213	n.d.	GT4	GT	ACD84038.1	PHP family phosphoesterase fused to glycosyltransferase	Bacteria	Verrucomicrobia	unclassified
aggregates-combined-assembly1_5629044_1_224_-	aggregates-combined-assembly1_5629044_1_224_-	0.0188423569465	0.00302188124662485	n.d.	CE10	CE	AAK42808.1	Acylaminoacyl-peptidase, putative (apeH-3)	Archaea	Crenarchaeota	Thermoprotei
aggregates-combined-assembly1_5631953_115_671_+	aggregates-combined-assembly1_5631953_115_671_+	0.0362032025869	0.0140948481621373	n.d.	GT83	GT	ABI78434.1	dolichyl-phosphate-mannose-protein mannosyltransferase	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5633691_1_546_+	aggregates-combined-assembly1_5633691_1_546_+	0.0261786471495775	0.0114731695794919	n.d.	GT4	GT	ACD84038.1	PHP family phosphoesterase fused to glycosyltransferase	Bacteria	Verrucomicrobia	unclassified
aggregates-combined-assembly1_5635415_1_306_-	aggregates-combined-assembly1_5635415_1_306_-	0.023043084346125	0.00146796363645592	n.d.	GT9	GT	CAE79384.1	ADP-heptose:LPS heptosyltransferase II	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5635750_110_241_+	aggregates-combined-assembly1_5635750_110_241_+	0.019261702767025	0.00271535202706203	n.d.	GT4	GT	ABG03989.1	glycosyl transferase, group 1	Bacteria	Actinobacteria	Rubrobacteridae
aggregates-combined-assembly1_5635902_1_550_+	aggregates-combined-assembly1_5635902_1_550_+	0.019790932208375	0.00427573516617452	n.d.	GH92	GH	EAA62552.1	hypothetical protein AN53922	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5635994_1_954_+	aggregates-combined-assembly1_5635994_1_954_+	0.028633051352375	0.0066719706029819	n.d.	CBM1	CB	XP_322292.1	hypothetical protein	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5636048_1_407_-	aggregates-combined-assembly1_5636048_1_407_-	0.0266767295282	0.00809324326598158	n.d.	GT2	GT	ABG50779.1	glycosyl transferase, family 2	Bacteria	Cyanobacteria	Oscillatoriales
aggregates-combined-assembly1_5636148_1_600_-	aggregates-combined-assembly1_5636148_1_600_-	0.02223905016725	0.00347262078926477	n.d.	CE1	CE	ABJ15666.1	hypothetical protein PA14_32905	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5636223_734_879_+	aggregates-combined-assembly1_5636223_734_879_+	0.0293018616978	0.00765393639587705	n.d.	GH1	GH	ABY33610.1	glycoside hydrolase family 1	Bacteria	Chloroflexi	Chloroflexales
aggregates-combined-assembly1_5636608_1_748_+	aggregates-combined-assembly1_5636608_1_748_+	0.0234997117297	0.005095598494282	n.d.	GH15	GH	ABA58092.1	Glycoside hydrolase	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5636748_1_842_-	aggregates-combined-assembly1_5636748_1_842_-	0.0206663023042	0.00373697094738968	n.d.	CE11	CE	ACD05731.1	beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ	Bacteria	Verrucomicrobia	Verrucomicrobiae
aggregates-combined-assembly1_5636795_1_974_-	aggregates-combined-assembly1_5636795_1_974_-	0.021076422694525	0.00355837967251624	n.d.	GT2	GT	ABQ27955.1	glycosyl transferase, family 2	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5636837_49_697_-	aggregates-combined-assembly1_5636837_49_697_-	0.0213426051101	0.00428417275710241	n.d.	GT2	GT	ABX12491.1	glycosyl transferase family 2	Archaea	Crenarchaeota	Thermoprotei
aggregates-combined-assembly1_5637163_1_618_-	aggregates-combined-assembly1_5637163_1_618_-	0.03036022876115	0.00652548692161101	n.d.	GT2	GT	CAG74948.1	putative bifunctional enzyme including aminotransferase and chitin synthase	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5637193_1_357_-	aggregates-combined-assembly1_5637193_1_357_-	0.02492838533873	0.00560005317901957	n.d.	CE4	CE	BAE56160.1	unnamed protein product	Eukaryota	Fungi	Dikarya
aggregates-combined-assembly1_5638112_170_517_+	aggregates-combined-assembly1_5638112_170_517_+	0.02332796118505	0.00526229078422612	n.d.	GH1	GH	ABF90507.1	beta-glucosidase A	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5638564_1_534_+	aggregates-combined-assembly1_5638564_1_534_+	0.031235630752125	0.0150532484570216	n.d.	GT4	GT	CAB75373.1	putative transferase	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5638744_1_375_-	aggregates-combined-assembly1_5638744_1_375_-	0.038401915945075	0.0113868964907707	n.d.	GH15	GH	ABJ83113.1	glycoside hydrolase 15-related protein	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5639515_1_473_+	aggregates-combined-assembly1_5639515_1_473_+	0.02716507518765	0.00454806455039945	n.d.	GT41	GT	BAE51161.1	SPY protein	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5640069_21_443_-	aggregates-combined-assembly1_5640069_21_443_-	0.0212687369116	0.00745286373959231	n.d.	GT4	GT	CAD72658.1	putative glycosyltransferase	Bacteria	Planctomycetes	Planctomycetacia
aggregates-combined-assembly1_5640190_1_376_-	aggregates-combined-assembly1_5640190_1_376_-	0.059692167584525	0.0192114888187743	n.d.	CBM3	CB	ABC29271.1	probable cellulase	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5640307_1_347_-	aggregates-combined-assembly1_5640307_1_347_-	0.02381615510095	0.00498498907163995	n.d.	GH13	GH	ABL00860.1	malto-oligosyltrehalose synthase	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5640817_1_280_-	aggregates-combined-assembly1_5640817_1_280_-	0.03328904817545	0.00629575332542802	n.d.	CE4	CE	ACD05322.1	polysaccharide deacetylase	Bacteria	Verrucomicrobia	Verrucomicrobiae
aggregates-combined-assembly1_5640895_1_360_+	aggregates-combined-assembly1_5640895_1_360_+	0.0387239226035	0.0122173692130029	n.d.	GH65	GH	CAJ75349.1	similar to trehalose-6-phosphate phosphorylase	Bacteria	Planctomycetes	Planctomycetacia
aggregates-combined-assembly1_5640929_1_322_+	aggregates-combined-assembly1_5640929_1_322_+	0.0318888975283	0.00817706677721541	n.d.	CE10	CE	AAM06007.1	triacylglycerol lipase	Archaea	Euryarchaeota	Methanomicrobia
aggregates-combined-assembly1_5650176_1_242_-	aggregates-combined-assembly1_5650176_1_242_-	0.021014404027125	0.00751331006898261	3.2.1.3	GH15	GH	BAA02251.1	glucoamylase precursor	Bacteria	Firmicutes	Clostridia
aggregates-combined-assembly1_5651073_1_227_+	aggregates-combined-assembly1_5651073_1_227_+	0.02890794790925	0.00835047330828251	n.d.	CBM48	CB	ABU57344.1	glycoside hydrolase family 13 domain protein	Bacteria	Chloroflexi	Chloroflexales
aggregates-combined-assembly1_5651240_1_386_-	aggregates-combined-assembly1_5651240_1_386_-	0.024681033625825	0.00575577651971602	n.d.	GH18	GH	ABK86337.1	glycosyl transferase and polysaccharide deacetylase fusion protein	Bacteria	Firmicutes	Bacillales
aggregates-combined-assembly1_5655552_335_1075_+	aggregates-combined-assembly1_5655552_1087_1362_+	0.02244996698833	0.00470185504624938	n.d.	GT4	GT	ABN57123.1	glycosyl transferase, group 1	Archaea	Euryarchaeota	Methanomicrobia
aggregates-combined-assembly1_5655552_1087_1362_+	aggregates-combined-assembly1_5655552_335_1075_+	0.02244996698833	0.00470185504624938	n.d.	GT4	GT	ABN57123.1	glycosyl transferase, group 1	Archaea	Euryarchaeota	Methanomicrobia
aggregates-combined-assembly1_5657980_1_318_-	aggregates-combined-assembly1_5657980_1_318_-	0.019447279375495	0.00618896449800889	n.d.	CBM48	CB	ABL06005.1	1,4-alpha-glucan branching enzyme GlgB	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5658004_1_530_+	aggregates-combined-assembly1_5658004_1_530_+	0.03393687537895	0.00969321976038676	n.d.	GT4	GT	CAE17175.1	WblG protein	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5661127_1_268_+	aggregates-combined-assembly1_5661127_1_268_+	0.03679024536855	0.0122758561973974	n.d.	GH76	GH	EAA63396.1	hypothetical protein AN28252	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5663474_1_375_+	aggregates-combined-assembly1_5663474_1_375_+	0.021760173500945	0.00753272536087284	n.d.	GT35	GT	ABQ28336.1	alpha-glucan phosphorylase	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5665275_1_959_+	aggregates-combined-assembly1_5665275_1_959_+	0.029155391441555	0.00889299447467782	n.d.	GH93	GH	EAA29319.1	hypothetical protein	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5665275_1018_1525_+	aggregates-combined-assembly1_5665275_1018_1525_+	0.029155391441555	0.00889299447467782	n.d.	GH93	GH	EAA29319.1	hypothetical protein	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5671888_1_583_-	aggregates-combined-assembly1_5671888_1_583_-	0.03116804879755	0.0112158905107795	n.d.	GT2	GT	AAN05131.1	RB110	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5674059_1_405_-	aggregates-combined-assembly1_5674059_1_405_-	0.069139823863975	0.0264129230293761	n.d.	CE1	CE	ABS59950.1	putative esterase	Bacteria	Thermotogae	Thermotogales
aggregates-combined-assembly1_5674385_44_420_-	aggregates-combined-assembly1_5674385_44_420_-	0.01579240748853	0.0038967463062524	n.d.	CE3	CE	BAC90705.1	gll2764	Bacteria	Cyanobacteria	Gloeobacteria
aggregates-combined-assembly1_5675371_1_214_+	aggregates-combined-assembly1_5675371_1_214_+	0.024302571587175	0.0100301069969965	n.d.	CBM32	CB	ABF86225.1	F5/8 type C domain protein	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5676065_1_405_+	aggregates-combined-assembly1_5676065_1_405_+	0.036944766733655	0.0152478169556143	n.d.	GH76	GH	EAA63396.1	hypothetical protein AN28252	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5678581_1_242_-	aggregates-combined-assembly1_5678581_1_242_-	0.0331955547951	0.0127412662365288	n.d.	GH3	GH	CAK27183.1	Beta-glycosidase of family GH3; possible N-acetyl b-glucosaminidase	Bacteria	Cyanobacteria	Chroococcales
aggregates-combined-assembly1_5682702_1_492_+	aggregates-combined-assembly1_5682702_1_492_+	0.029502646493225	0.00942680517604653	n.d.	GH13	GH	ABI58986.1	alpha amylase, catalytic region	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5682943_244_689_+	aggregates-combined-assembly1_5682943_244_689_+	0.022528040513925	0.00641274485929921	n.d.	GT4	GT	ABU56167.1	glycosyl transferase group 1	Bacteria	Chloroflexi	Chloroflexales
aggregates-combined-assembly1_5691082_1_247_+	aggregates-combined-assembly1_5691082_1_247_+	0.030509730023075	0.00875389317530173	n.d.	GH65	GH	ABY28466.1	Kojibiose phosphorylase	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5718698_1_486_-	aggregates-combined-assembly1_5718698_1_486_-	0.02121534056612	0.00802161038555564	n.d.	GH77	GH	ABJ07644.1	4-alpha-glucanotransferase	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5734893_1_430_+	aggregates-combined-assembly1_5734893_1_430_+	0.025318033876025	0.00687059325783899	n.d.	none	none	ABJ83585.1	conserved hypothetical protein	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5736594_89_294_-	aggregates-combined-assembly1_5736594_89_294_-	0.0296317358263475	0.00974413348364089	n.d.	GH95	GH	AAO76117.1	glycoside hydrolase family 95	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5789369_1_231_-	aggregates-combined-assembly1_5789369_1_231_-	0.0256110662079	0.004843585999378	n.d.	CE14	CE	ACB75892.1	LmbE family protein	Bacteria	Verrucomicrobia	Opitutae
aggregates-combined-assembly1_5790218_1_321_+	aggregates-combined-assembly1_5790218_1_321_+	0.035710711524575	0.0151290476202676	n.d.	GH94	GH	ABI59907.1	glycosyltransferase 36	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5791004_19_262_-	aggregates-combined-assembly1_5791004_19_262_-	0.04397448656385	0.0181821103698579	3.2.1.37	GH39	GH	BAA95685.1	beta-1,4-xylosidase with transcriptional regulator of AraC/XylS family	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5791378_1_476_+	aggregates-combined-assembly1_5791378_1_476_+	0.02541648743525	0.00756772145910003	n.d.	GH109	GH	EAZ80128.1	putative oxidoreductase (putative secreted protein)	Bacteria	Bacteroidetes	Sphingobacteria
